-0.003	-0.035	-0.006	-0.016	-0.045	-0.045	-0.100	-0.148
0.000	-0.058	-0.052	-0.019	-0.045	-0.035	-0.103	-0.148
-0.003	-0.193	-0.132	-0.023	-0.052	-0.061	-0.110	-0.164
-0.006	0.003	0.029	-0.010	-0.042	-0.084	-0.100	-0.171
0.000	-0.039	-0.013	-0.010	-0.042	-0.110	-0.103	-0.184
0.000	-0.058	-0.132	-0.006	-0.048	-0.061	-0.110	-0.177
-0.010	-0.016	0.019	-0.006	-0.045	-0.064	-0.100	-0.180
0.003	0.010	0.023	-0.006	-0.045	-0.090	-0.103	-0.197
0.000	-0.045	-0.029	-0.019	-0.052	-0.048	-0.113	-0.168
0.000	-0.052	-0.039	-0.013	-0.042	-0.064	-0.097	-0.158
0.003	0.000	0.016	-0.016	-0.048	-0.074	-0.103	-0.187
0.000	-0.003	0.016	-0.019	-0.055	-0.087	-0.113	-0.177
-0.010	-0.045	0.158	-0.019	-0.042	-0.064	-0.100	-0.161
0.000	-0.048	-0.039	-0.019	-0.039	-0.106	-0.106	-0.171
-0.003	-0.006	0.019	-0.023	-0.052	-0.135	-0.110	-0.177
-0.006	-0.061	0.190	-0.026	-0.042	-0.103	-0.097	-0.171
0.003	-0.058	-0.039	-0.010	-0.045	-0.084	-0.103	-0.161
0.000	-0.032	-0.016	-0.010	-0.052	-0.087	-0.113	-0.174
-0.019	0.003	0.229	-0.006	-0.042	-0.068	-0.100	-0.164
0.003	-0.023	-0.003	-0.006	-0.052	-0.090	-0.103	-0.174
-0.006	-0.042	-0.035	-0.006	-0.052	-0.042	-0.110	-0.164
-0.010	0.197	0.116	-0.003	-0.045	-0.042	-0.100	-0.164
0.003	0.016	0.032	-0.003	-0.052	-0.077	-0.103	-0.174
0.000	-0.026	-0.155	-0.013	-0.052	-0.093	-0.110	-0.187
-0.006	-0.058	-0.035	-0.016	-0.045	-0.126	-0.100	-0.168
0.003	-0.010	-0.003	-0.016	-0.042	-0.081	-0.103	-0.155
0.000	0.003	-0.035	-0.016	-0.052	-0.081	-0.110	-0.155
-0.006	-0.042	-0.039	-0.019	-0.045	-0.097	-0.100	-0.164
0.000	-0.061	-0.039	-0.023	-0.039	-0.064	-0.106	-0.155
0.000	-0.003	0.006	-0.019	-0.052	-0.090	-0.113	-0.164
-0.006	-0.029	0.019	-0.023	-0.042	-0.039	-0.100	-0.145
0.003	-0.045	-0.039	-0.013	-0.042	-0.032	-0.103	-0.171
0.000	-0.048	-0.029	-0.006	-0.052	-0.071	-0.110	-0.174
-0.010	0.000	0.016	-0.010	-0.045	-0.081	-0.100	-0.180
0.000	-0.013	0.016	-0.003	-0.042	-0.116	-0.106	-0.197
0.000	-0.045	-0.045	-0.003	-0.048	-0.084	-0.113	-0.180
-0.003	-0.026	-0.010	-0.006	-0.045	-0.077	-0.100	-0.193
0.003	0.010	0.026	-0.013	-0.048	-0.103	-0.103	-0.184
0.000	-0.019	0.000	-0.016	-0.052	-0.068	-0.103	-0.164
0.000	-0.068	-0.042	-0.019	-0.045	-0.090	-0.100	-0.171
0.000	-0.026	-0.013	-0.023	-0.045	-0.039	-0.106	-0.161
-0.003	0.003	0.023	-0.019	-0.055	-0.039	-0.103	-0.164
0.000	-0.145	-0.003	-0.026	-0.042	-0.077	-0.100	-0.164
0.000	-0.180	-0.055	-0.026	-0.048	-0.081	-0.106	-0.168
