-0.003	-0.003	-0.010	-0.010	0.000	-0.003	0.000	-0.003
0.000	-0.010	0.000	0.000	0.003	-0.029	0.000	-0.035
0.019	0.000	0.000	-0.006	-0.003	-0.032	-0.006	-0.064
-0.023	-0.006	-0.003	0.000	0.003	-0.010	0.000	-0.013
0.003	0.000	-0.003	-0.003	0.000	-0.010	0.000	-0.016
-0.006	-0.003	-0.006	-0.010	-0.010	-0.003	0.000	-0.023
0.000	-0.010	0.000	0.003	0.003	-0.010	0.003	-0.013
0.019	0.000	-0.003	-0.006	-0.006	0.000	-0.003	0.010
-0.006	-0.006	-0.003	0.000	0.000	0.006	0.003	-0.010
0.003	0.000	0.000	0.006	0.000	0.000	0.000	0.019
-0.003	-0.003	-0.006	-0.006	-0.003	0.003	0.000	-0.010
0.000	-0.010	0.000	0.000	0.000	-0.010	0.003	-0.035
-0.077	0.003	-0.003	-0.003	-0.003	-0.016	-0.006	0.000
-0.006	-0.006	-0.016	0.000	0.000	0.016	0.000	0.016
0.003	0.000	0.000	0.003	-0.003	0.006	0.000	0.013
0.000	0.003	-0.006	-0.006	-0.006	0.010	-0.003	0.000
0.000	-0.006	0.000	0.000	0.000	-0.026	0.006	-0.013
0.000	0.003	0.000	-0.003	0.000	-0.023	-0.003	0.003
-0.003	-0.003	-0.010	-0.010	0.000	0.016	0.003	0.006
0.000	0.000	0.003	0.003	0.003	0.019	0.000	0.035
0.000	0.003	-0.006	-0.003	-0.003	-0.019	-0.003	0.000
0.000	-0.006	0.000	0.000	0.000	-0.019	0.003	-0.003
0.000	0.000	0.000	0.000	0.000	0.003	-0.003	0.045
-0.003	-0.003	-0.010	-0.010	0.000	0.029	0.000	0.055
0.000	-0.010	0.000	0.000	0.003	0.000	0.000	-0.023
0.019	0.000	-0.003	-0.010	-0.003	-0.013	-0.003	-0.029
-0.016	-0.006	0.000	0.003	0.003	0.003	0.000	-0.003
0.000	0.000	-0.003	-0.003	0.000	-0.010	0.000	0.000
-0.006	0.000	-0.006	-0.010	-0.006	-0.003	0.000	-0.003
0.003	-0.010	0.000	0.003	0.003	0.003	0.006	0.003
0.023	0.006	-0.006	-0.006	-0.003	0.000	-0.003	-0.010
-0.006	-0.006	0.000	0.000	0.000	-0.013	0.003	-0.055
0.003	0.000	0.003	0.006	0.000	-0.013	0.000	0.003
-0.003	0.000	-0.006	-0.006	-0.006	0.010	0.000	0.006
0.000	-0.010	0.000	0.006	0.003	-0.010	0.003	-0.016
0.000	0.000	-0.006	-0.003	-0.003	-0.029	-0.003	-0.006
-0.006	-0.006	0.000	0.000	0.003	0.000	0.003	-0.019
0.003	0.000	0.003	0.003	0.000	-0.003	0.000	0.003
-0.003	0.000	-0.006	-0.006	-0.003	-0.010	0.000	-0.010
0.000	-0.010	0.000	0.003	0.000	-0.048	0.003	-0.013
-0.077	0.006	0.000	-0.003	0.000	0.103	0.000	0.019
-0.006	-0.003	-0.016	0.000	0.000	-0.010	0.003	-0.045
0.000	0.000	0.000	0.003	-0.003	-0.013	0.000	0.010
0.000	0.006	-0.003	-0.003	-0.003	0.006	-0.003	0.006
0.000	-0.010	0.000	0.003	0.000	-0.003	0.000	0.000
0.003	0.003	0.000	-0.003	-0.003	-0.006	0.000	0.006
-0.003	-0.006	-0.006	-0.010	0.000	0.000	0.003	0.023
0.000	0.000	0.000	0.003	0.003	-0.023	0.000	0.019
0.000	0.003	-0.006	-0.006	-0.003	-0.023	-0.003	-0.006
0.000	-0.006	0.000	0.000	0.003	-0.003	0.003	0.026
0.003	0.000	0.000	0.000	-0.003	-0.016	-0.003	0.064
-0.003	-0.003	-0.006	-0.010	0.003	-0.103	0.000	-0.003
0.000	-0.006	0.003	0.006	0.003	-0.029	0.000	0.000
0.016	0.003	-0.006	-0.003	-0.003	0.061	-0.003	0.039
0.000	-0.006	0.000	0.000	0.000	0.042	0.000	-0.006
0.003	0.003	0.000	0.000	-0.003	-0.074	-0.003	-0.029
0.000	-0.006	-0.006	-0.006	-0.006	0.019	0.000	0.006
0.000	-0.006	0.000	0.003	0.003	0.084	0.010	0.042
0.016	0.000	-0.003	-0.006	-0.003	0.019	-0.003	-0.016
-0.010	-0.006	0.000	0.000	0.000	0.029	0.003	-0.026
0.000	0.000	0.000	0.000	0.000	-0.042	0.000	-0.013
-0.003	0.000	-0.003	-0.006	-0.003	-0.061	0.000	0.023
