-0.023	0.029	-0.010	0.016	-0.010	-0.035	-0.003	0.035
-0.010	0.016	-0.006	0.013	-0.010	0.064	0.023	0.019
-0.006	0.010	-0.006	0.026	-0.016	0.106	0.029	-0.010
-0.016	0.026	-0.013	0.019	-0.016	0.074	0.032	-0.267
-0.019	0.019	-0.016	0.013	-0.016	-0.032	-0.039	0.248
-0.026	0.013	-0.010	0.026	-0.013	0.032	-0.052	-0.013
-0.006	0.023	-0.006	0.029	-0.010	0.042	0.029	0.019
-0.010	0.026	-0.006	0.016	-0.003	0.029	0.068	0.010
-0.013	0.013	-0.013	0.026	-0.016	0.000	-0.058	0.000
-0.016	0.026	-0.016	0.029	-0.023	-0.010	-0.100	0.042
-0.019	0.026	-0.019	0.016	-0.013	-0.010	-0.023	0.039
-0.010	0.019	-0.006	0.013	-0.010	0.032	-0.135	0.026
-0.006	0.016	-0.006	0.026	-0.010	0.090	-0.013	-0.003
-0.006	0.023	-0.010	0.032	-0.013	0.113	-0.055	0.006
-0.013	0.026	-0.013	0.016	-0.019	-0.039	-0.039	0.052
-0.019	0.016	-0.016	0.023	-0.023	0.064	0.006	0.055
-0.013	0.023	-0.006	0.029	-0.006	0.032	-0.016	0.064
-0.010	0.026	-0.006	0.019	-0.006	0.019	-0.042	0.058
-0.006	0.016	-0.010	0.013	-0.013	0.000	0.016	0.077
-0.016	0.010	-0.013	0.026	-0.019	-0.010	-0.032	0.064
-0.019	0.026	-0.019	0.019	-0.016	0.029	-0.042	-0.039
-0.010	0.019	-0.010	0.013	-0.013	0.035	-0.161	0.045
-0.006	0.013	-0.006	0.026	-0.010	0.023	-0.048	0.090
-0.006	0.026	-0.013	0.029	-0.013	0.084	0.026	-0.048
-0.016	0.026	-0.016	0.016	-0.016	0.097	-0.029	-0.074
-0.019	0.016	-0.019	0.026	-0.019	0.023	-0.064	-0.042
-0.010	0.023	-0.006	0.029	-0.010	0.058	-0.074	0.064
-0.006	0.026	-0.006	0.019	-0.006	0.029	0.093	0.106
-0.006	0.016	-0.010	0.013	-0.013	0.013	0.000	-0.058
-0.016	0.010	-0.013	0.029	-0.016	0.039	-0.006	-0.013
-0.019	0.026	-0.023	0.019	-0.023	-0.013	-0.003	0.116
-0.010	0.023	-0.006	0.016	-0.010	0.003	-0.180	0.100
-0.006	0.016	-0.006	0.026	-0.006	0.032	0.042	0.029
-0.006	0.026	-0.010	0.029	-0.013	0.045	-0.023	0.042
-0.016	0.029	-0.016	0.019	-0.016	0.061	-0.039	0.058
-0.019	0.016	-0.019	0.026	-0.023	0.090	-0.019	-0.006
-0.010	0.023	-0.006	0.029	-0.010	0.003	-0.035	0.048
-0.006	0.029	-0.006	0.016	-0.010	0.074	0.013	0.032
-0.003	0.016	-0.006	0.013	-0.013	0.203	0.003	-0.010
-0.013	0.010	-0.013	0.029	-0.016	0.058	-0.019	-0.003
-0.019	0.026	-0.019	0.023	-0.019	-0.052	-0.035	0.019
-0.013	0.019	-0.010	0.019	-0.010	0.064	-0.119	0.122
-0.010	0.013	-0.006	0.026	-0.006	0.048	-0.013	-0.048
-0.006	0.026	-0.010	0.035	-0.016	0.006	-0.016	-0.035
-0.013	0.026	-0.016	0.019	-0.019	-0.006	-0.045	-0.068
-0.016	0.016	-0.019	0.026	-0.019	-0.058	0.032	0.110
-0.013	0.026	-0.006	0.029	-0.010	-0.048	0.039	0.048
-0.006	0.029	-0.006	0.019	-0.010	0.061	0.013	-0.064
-0.003	0.019	-0.010	0.013	-0.010	-0.026	0.097	0.029
-0.016	0.006	-0.016	0.029	-0.019	-0.013	-0.035	0.035
-0.016	0.026	-0.016	0.016	-0.019	0.019	-0.100	0.048
-0.013	0.019	-0.010	0.013	-0.013	0.035	-0.164	0.013
-0.006	0.013	-0.006	0.026	-0.010	0.058	0.023	0.039
-0.006	0.026	-0.013	0.016	-0.016	-0.003	0.019	0.087
-0.016	0.026	-0.013	0.013	-0.016	-0.035	-0.023	0.100
-0.016	0.013	-0.016	0.026	-0.023	0.093	-0.010	0.113
-0.010	0.026	-0.010	0.029	-0.010	0.126	-0.026	-0.135
-0.006	0.026	-0.006	0.016	-0.010	0.097	0.039	-0.016
-0.006	0.016	-0.010	0.006	-0.013	-0.100	-0.026	0.132
-0.013	0.013	-0.016	0.026	-0.016	0.068	-0.039	-0.035
-0.019	0.029	-0.019	0.019	-0.019	0.061	-0.023	-0.029
-0.013	0.016	-0.010	0.016	-0.010	0.100	-0.161	-0.032
-0.006	0.013	-0.006	0.026	-0.010	0.019	-0.026	0.000
-0.010	0.026	-0.013	0.019	-0.013	0.000	-0.010	-0.042
