0.467	0.000	0.023	-0.003	-0.029	-0.026	-0.090	-0.164
0.471	0.000	0.023	-0.003	-0.039	0.013	-0.093	-0.132
0.461	0.000	0.016	-0.003	-0.042	-0.029	-0.097	-0.155
0.464	0.000	0.023	-0.006	-0.029	-0.064	-0.087	-0.155
0.467	0.000	0.023	-0.006	-0.035	-0.058	-0.097	-0.139
0.458	0.000	0.019	-0.003	-0.042	-0.045	-0.097	-0.093
0.461	0.000	0.019	-0.006	-0.032	-0.052	-0.090	-0.155
0.467	0.000	0.026	-0.006	-0.029	-0.039	-0.090	-0.129
0.461	-0.003	0.019	-0.016	-0.039	-0.042	-0.093	-0.171
0.458	0.000	0.013	0.003	-0.035	-0.084	-0.090	-0.174
0.467	0.000	0.026	0.003	-0.029	-0.035	-0.087	-0.148
0.461	0.000	0.019	0.000	-0.039	-0.032	-0.097	-0.155
0.461	0.000	0.016	0.000	-0.042	-0.013	-0.097	-0.135
0.461	-0.003	0.023	0.000	-0.032	-0.061	-0.090	-0.142
0.464	0.000	0.026	0.003	-0.032	-0.032	-0.090	-0.142
0.461	0.000	0.019	0.000	-0.042	-0.093	-0.100	-0.145
0.451	-0.003	0.023	0.000	-0.039	0.006	-0.090	-0.151
0.467	-0.003	0.026	0.003	-0.029	0.061	-0.093	-0.164
0.464	-0.003	0.023	0.000	-0.039	-0.029	-0.097	-0.139
0.458	-0.003	0.016	0.003	-0.029	-0.042	-0.093	-0.142
0.464	-0.003	0.026	0.003	-0.032	-0.013	-0.090	-0.174
0.467	0.000	0.023	0.000	-0.035	0.006	-0.097	-0.090
0.464	0.000	0.016	0.000	-0.039	-0.019	-0.100	-0.126
0.461	0.000	0.023	0.003	-0.032	-0.019	-0.090	-0.164
0.464	0.000	0.029	0.003	-0.035	-0.071	-0.093	-0.177
0.461	0.006	0.016	0.010	-0.042	-0.026	-0.093	-0.126
0.464	0.006	0.023	0.006	-0.032	-0.068	-0.087	-0.155
0.464	0.006	0.023	0.013	-0.039	-0.097	-0.097	-0.155
0.458	0.006	0.016	0.000	-0.039	-0.042	-0.093	-0.135
0.464	0.006	0.026	0.000	-0.029	-0.093	-0.093	-0.168
0.464	0.006	0.023	-0.003	-0.039	-0.058	-0.100	-0.129
0.454	0.006	0.023	-0.003	-0.032	0.003	-0.093	-0.151
0.467	0.000	0.026	-0.006	-0.035	-0.042	-0.093	-0.139
0.461	0.000	0.016	-0.006	-0.039	-0.016	-0.100	-0.184
0.461	0.000	0.023	0.000	-0.032	-0.032	-0.087	-0.184
0.467	-0.003	0.019	0.003	-0.035	-0.052	-0.093	-0.180
0.458	0.000	0.013	0.003	-0.039	-0.035	-0.097	-0.155
0.467	0.003	0.023	0.006	-0.032	-0.116	-0.090	-0.145
0.467	0.006	0.023	0.006	-0.035	-0.045	-0.097	-0.148
0.458	0.010	0.016	0.006	-0.035	-0.048	-0.090	-0.174
0.464	0.006	0.026	0.000	-0.032	-0.016	-0.093	-0.135
0.464	0.006	0.016	-0.003	-0.039	0.019	-0.097	-0.129
0.454	0.010	0.019	0.000	-0.032	-0.023	-0.087	-0.100
0.467	0.000	0.026	-0.003	-0.032	-0.045	-0.093	-0.168
0.461	0.003	0.016	-0.003	-0.042	-0.061	-0.100	-0.155
0.461	0.000	0.023	-0.003	-0.032	-0.042	-0.087	-0.158
0.471	0.000	0.026	0.003	-0.035	-0.029	-0.100	-0.126
0.458	0.000	0.016	0.006	-0.042	-0.064	-0.093	-0.180
0.464	-0.003	0.026	0.006	-0.032	-0.029	-0.090	-0.148
0.464	0.003	0.019	0.010	-0.035	-0.071	-0.100	-0.139
0.458	0.006	0.013	0.006	-0.035	-0.084	-0.090	-0.158
0.467	0.006	0.023	0.006	-0.029	0.013	-0.097	-0.135
0.464	0.010	0.019	0.000	-0.039	-0.081	-0.100	-0.151
0.454	0.006	0.023	0.000	-0.035	-0.068	-0.090	-0.168
0.467	0.010	0.026	0.000	-0.032	-0.058	-0.097	-0.113
0.461	0.003	0.019	-0.003	-0.039	-0.055	-0.103	-0.126
0.464	0.000	0.023	0.000	-0.029	-0.013	-0.087	-0.145
0.467	0.000	0.019	-0.003	-0.035	-0.039	-0.097	-0.145
0.461	0.000	0.016	-0.003	-0.042	-0.077	-0.097	-0.142
0.464	0.000	0.023	0.003	-0.035	-0.039	-0.090	-0.155
0.464	-0.003	0.023	0.003	-0.039	-0.064	-0.097	-0.171
0.461	0.000	0.019	0.003	-0.042	-0.103	-0.097	-0.148
0.464	0.000	0.019	0.003	-0.032	-0.071	-0.090	-0.171
0.467	-0.003	0.023	0.006	-0.035	-0.039	-0.093	-0.161
0.458	-0.003	0.016	0.006	-0.042	-0.081	-0.100	-0.158
0.464	0.003	0.023	0.003	-0.035	-0.058	-0.087	-0.193
0.467	0.006	0.026	0.010	-0.032	-0.023	-0.097	-0.155
0.461	0.003	0.016	0.006	-0.042	0.016	-0.100	-0.132
0.464	0.006	0.023	0.010	-0.032	-0.042	-0.090	-0.132
0.467	0.006	0.029	0.006	-0.032	-0.048	-0.097	-0.171
0.464	0.006	0.016	0.000	-0.039	-0.081	-0.100	-0.106
0.461	0.006	0.023	0.000	-0.032	-0.064	-0.090	-0.142
0.467	0.010	0.026	0.000	-0.035	0.100	-0.093	-0.174
0.461	0.010	0.019	0.000	-0.042	-0.093	-0.100	-0.139
0.467	0.010	0.026	-0.003	-0.035	-0.035	-0.093	-0.164
0.461	0.003	0.016	0.000	-0.042	-0.093	-0.097	-0.158
0.454	0.006	0.019	-0.006	-0.032	-0.081	-0.093	-0.155
0.467	0.000	0.029	-0.003	-0.035	-0.074	-0.093	-0.203
0.461	0.000	0.019	-0.003	-0.042	-0.068	-0.097	-0.158
0.454	0.000	0.026	-0.003	-0.032	0.023	-0.090	-0.129
0.464	0.000	0.026	-0.003	-0.026	-0.090	-0.093	-0.126
0.464	0.000	0.019	-0.013	-0.042	-0.077	-0.097	-0.151
0.458	0.000	0.023	0.000	-0.035	-0.010	-0.090	-0.110
